movieId,title,genres,release_date,rating,release_year
26441,The Big Green,"Action, Adventure, Comedy, Family",1995-09-29,5.2,1995.0
97406,Georgia,Drama,1995-05-19,6.1,1995.0
9089,Home for the Holidays,"Comedy, Drama, Romance",1995-11-02,6.3,1995.0
11010,The Postman,"Comedy, Drama, Romance",1994-09-22,7.6,1994.0
99040,The Confessional,"Thriller, Drama, Mystery",1995-09-29,6.5,1995.0
11359,The Indian in the Cupboard,"Adventure, Family, Fantasy",1995-07-14,5.9,1995.0
17182,Eye for an Eye,"Drama, Thriller",1996-01-12,5.8,1996.0
2054,Mr. Holland's Opus,"Music, Drama, Family",1995-12-29,6.9,1995.0
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,1996-01-12,6.2,1996.0
19760,Two If by Sea,"Comedy, Romance",1996-01-12,4.5,1996.0
9536,Bio-Dome,Comedy,1996-01-12,4.4,1996.0
11525,Lawnmower Man 2: Beyond Cyberspace,"Action, Science Fiction",1996-01-12,2.8,1996.0
40628,Two Bits,"Drama, Family",1995-10-22,5.4,1995.0
4482,French Twist,"Comedy, Romance",1995-02-08,6.0,1995.0
10634,Friday,Comedy,1995-04-26,7.0,1995.0
755,From Dusk Till Dawn,"Horror, Action, Thriller, Crime",1996-01-19,6.9,1996.0
11859,Fair Game,"Action, Thriller, Romance",1995-11-03,4.1,1995.0
28387,Kicking and Screaming,"Comedy, Drama, Romance",1995-10-06,7.0,1995.0
48750,Les Miserables,"Drama, History",1995-03-22,6.6,1995.0
20927,Bed of Roses,"Drama, Romance",1996-01-26,5.1,1996.0
36929,Big Bully,"Comedy, Family",1996-01-26,3.9,1996.0
9102,Screamers,"Horror, Science Fiction",1995-09-08,6.1,1995.0
124626,Nico Icon,Documentary,1995-02-18,7.3,1995.0
27526,The Crossing Guard,"Drama, Thriller",1995-11-15,6.1,1995.0
9623,The Juror,"Drama, Thriller",1996-02-02,5.5,1996.0
46785,The White Balloon,"Family, Drama",1995-01-01,7.5,1995.0
400,Things to Do in Denver When You're Dead,"Drama, Crime",1995-12-01,6.7,1995.0
880,Antonia's Line,"Drama, Comedy",1995-09-12,7.2,1995.0
146599,Once Upon a Time... When We Were Colored,"Romance, Drama",1996-01-26,4.5,1996.0
8447,Angels and Insects,"Drama, Romance",1995-09-10,6.3,1995.0
10534,White Squall,"Action, Drama",1996-02-02,6.3,1996.0
17414,Dunston Checks In,"Adventure, Comedy, Family",1996-01-12,5.1,1996.0
13997,Black Sheep,Comedy,1996-02-01,6.0,1996.0
2086,Nick of Time,"Crime, Drama, Thriller",1995-11-22,6.1,1995.0
61548,The Journey of August King,Drama,1995-09-14,6.7,1995.0
9095,Mary Reilly,"Drama, Horror, Thriller, Romance",1996-02-23,5.7,1996.0
12158,Vampire in Brooklyn,"Comedy, Horror, Romance",1995-10-26,4.5,1995.0
9283,Beautiful Girls,"Comedy, Drama, Romance",1996-02-09,6.6,1996.0
9208,Broken Arrow,"Action, Adventure, Drama, Thriller",1996-02-09,5.7,1996.0
40154,A Midwinter's Tale,Comedy,1995-12-01,7.5,1995.0
406,La Haine,Drama,1995-05-31,7.9,1995.0
45549,Shopping,"Action, Adventure, Drama, Science Fiction, Thriller",1994-12-06,5.6,1994.0
63076,Heidi Fleiss: Hollywood Madam,Documentary,1995-12-27,6.8,1995.0
11062,City Hall,"Drama, Thriller",1996-02-16,6.0,1996.0
13685,Bottle Rocket,"Comedy, Crime, Drama",1996-02-21,6.8,1996.0
47475,Mr. Wrong,"Comedy, Romance",1996-02-16,3.3,1996.0
2045,Unforgettable,"Drama, Mystery, Science Fiction, Thriller",1996-02-23,5.3,1996.0
9614,Happy Gilmore,Comedy,1996-02-16,6.5,1996.0
688,The Bridges of Madison County,"Drama, Romance",1995-05-28,7.3,1995.0
11907,Nobody Loves Me,"Drama, Comedy, Family",1994-11-07,5.1,1994.0
10874,Muppet Treasure Island,"Action, Comedy, Music, Family, Adventure",1996-02-16,6.5,1996.0
89333,Catwalk,Documentary,1995-12-08,7.0,1995.0
96357,Headless Body in Topless Bar,Crime,1995-05-20,0.0,1995.0
197,Braveheart,"Action, Drama, History, War",1995-05-24,7.7,1995.0
103,Taxi Driver,"Crime, Drama",1976-02-07,8.1,1976.0
33542,Rumble in the Bronx,"Crime, Action, Comedy, Thriller",1995-01-30,6.5,1995.0
43566,Before and After,"Drama, Thriller",1996-02-23,5.8,1996.0
71754,Margaret's Museum,Drama,1995-09-13,7.5,1995.0
43612,Happiness Is in the Field,Comedy,1995-01-31,7.0,1995.0
51352,Anne Frank Remembered,"Documentary, Drama, Foreign",1995-06-08,7.3,1995.0
16934,The Young Poisoner's Handbook,"Comedy, Crime, Drama",1995-01-20,6.9,1995.0
10324,If Lucy Fell,"Comedy, Romance",1996-03-08,5.4,1996.0
78406,Steal Big Steal Little,"Comedy, Drama",1995-09-29,5.1,1995.0
55731,Race the Sun,"Action, Adventure, Comedy, Drama, Family",1996-03-22,5.2,1996.0
32119,The Boys of St. Vincent,Drama,1992-12-06,7.0,1992.0
11066,Boomerang,"Comedy, Romance",1992-06-30,5.4,1992.0
11104,Chungking Express,"Drama, Comedy, Romance",1994-07-14,7.9,1994.0
37975,The Star Maker,"Drama, Romance",1995-09-21,6.8,1995.0
2074,Flirting with Disaster,"Comedy, Romance",1996-03-22,6.3,1996.0
27793,The Neverending Story III: Escape from Fantasia,Fantasy,1994-10-26,4.4,1994.0
44284,The Silences of the Palace,Drama,1994-09-30,4.3,1994.0
110972,Pie in the Sky,"Comedy, Romance",1996-02-09,7.0,1996.0
32622,Angela,"Comedy, Drama",1995-01-01,5.6,1995.0
73067,Frankie Starlight,"Drama, Romance, War",1995-11-22,5.4,1995.0
11863,Jade,"Action, Thriller, Mystery, Romance",1995-10-13,5.1,1995.0
55475,Nueba Yol,"Comedy, Drama, Romance",1995-08-16,5.5,1995.0
124636,Sonic Outlaws,"Music, Documentary",1995-08-01,0.0,1995.0
9101,Down Periscope,Comedy,1996-03-01,5.6,1996.0
123360,From the Journals of Jean Seberg,Documentary,1995-09-08,6.5,1995.0
5757,Man of the Year,Comedy,1995-09-15,3.8,1995.0
39428,The Neon Bible,Drama,1995-08-23,7.2,1995.0
9302,Up Close & Personal,"Drama, Romance",1996-03-01,5.9,1996.0
11000,The Birdcage,Comedy,1996-03-08,6.7,1996.0
249882,Virgin Mary,Drama,1995-10-12,7.0,1995.0
16388,The Brothers McMullen,"Comedy, Drama, Romance",1995-08-09,6.3,1995.0
9737,Bad Boys,"Action, Comedy, Crime, Thriller",1995-04-07,6.5,1995.0
30765,The Amazing Panda Adventure,"Action, Adventure, Drama, Family",1995-08-25,5.0,1995.0
10474,The Basketball Diaries,"Drama, Crime",1995-04-21,7.2,1995.0
22279,An Awfully Big Adventure,"Romance, Drama, Comedy",1995-07-21,6.0,1995.0
30157,Amateur,"Crime, Comedy, Drama, Thriller",1994-08-05,6.5,1994.0
568,Apollo 13,Drama,1995-06-30,7.3,1995.0
11780,Rob Roy,Adventure,1995-04-13,6.5,1995.0
34996,The Addiction,"Drama, Horror",1995-01-10,6.4,1995.0
414,Batman Forever,"Action, Crime, Fantasy",1995-06-16,5.2,1995.0
649,Belle de Jour,"Drama, Romance",1967-05-24,7.3,1967.0
1873,Beyond Rangoon,"Drama, Thriller",1995-05-24,6.4,1995.0
5894,Blue in the Face,Comedy,1995-09-15,6.8,1995.0
1775,Canadian Bacon,"Action, Comedy",1995-06-08,5.9,1995.0
8839,Casper,"Fantasy, Comedy, Family",1995-05-26,6.0,1995.0
20649,Clockers,"Mystery, Crime, Drama",1995-09-15,6.8,1995.0
10329,Congo,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",1995-06-09,5.0,1995.0
8963,Crimson Tide,"Action, Thriller, Drama",1995-05-12,7.0,1995.0
26564,Crumb,Documentary,1994-09-10,7.6,1994.0
8068,Desperado,"Thriller, Action, Crime",1995-08-25,6.8,1995.0
8512,Devil in a Blue Dress,"Drama, Mystery, Thriller",1995-09-15,6.3,1995.0
1572,Die Hard: With a Vengeance,"Action, Thriller",1995-05-19,6.9,1995.0
13552,The Doom Generation,"Action, Comedy, Crime, Drama",1995-10-27,5.6,1995.0
259209,Feast of July,"Drama, Crime",1995-10-12,0.0,1995.0
6520,First Knight,"Action, Adventure, Drama, Romance",1995-07-07,5.9,1995.0
9073,Free Willy 2 - The Adventure Home,Adventure,1995-07-19,5.5,1995.0
10428,Hackers,"Action, Crime, Thriller, Drama",1995-09-14,6.2,1995.0
17447,Jeffrey,"Comedy, Drama, Romance",1995-08-18,6.5,1995.0
9886,Johnny Mnemonic,"Adventure, Action, Drama, Science Fiction, Thriller",1995-05-26,5.5,1995.0
9482,Judge Dredd,Science Fiction,1995-06-30,5.4,1995.0
19326,Jury Duty,"Comedy, Drama",1995-04-12,4.0,1995.0
9344,Kids,"Drama, Crime",1995-07-28,6.8,1995.0
9071,Living in Oblivion,"Drama, Comedy",1995-01-20,7.2,1995.0
8973,Lord of Illusions,"Mystery, Horror, Thriller",1995-08-25,5.9,1995.0
15730,Love & Human Remains,"Comedy, Drama",1993-05-20,7.0,1993.0
47608,Mad Love,"Drama, Family, Romance",1995-05-26,5.5,1995.0
2293,Mallrats,"Romance, Comedy",1995-10-20,6.8,1995.0
9070,Mighty Morphin Power Rangers: The Movie,"Action, Adventure, Science Fiction, Family, Fantasy",1995-06-30,5.2,1995.0
68274,Moonlight and Valentino,"Comedy, Drama, Romance",1995-09-29,5.6,1995.0
48787,Mute Witness,"Thriller, Foreign",1995-09-28,6.4,1995.0
34574,Nadja,"Horror, Thriller",1994-09-13,5.9,1994.0
1642,The Net,"Crime, Drama, Mystery, Thriller, Action",1995-07-28,5.6,1995.0
11472,Nine Months,Comedy,1995-07-12,5.5,1995.0
36196,Party Girl,Comedy,1995-06-09,5.8,1995.0
11980,The Prophecy,"Fantasy, Horror, Thriller",1995-09-01,6.4,1995.0
58372,Reckless,"Fantasy, Comedy, Drama",1995-11-17,10.0,1995.0
32646,Safe,Drama,1995-06-23,7.2,1995.0
10533,The Scarlet Letter,"Drama, History, Romance",1995-10-13,5.5,1995.0
56088,The Show,Documentary,1995-08-25,5.3,1995.0
10802,Showgirls,Drama,1995-09-22,4.9,1995.0
10149,Smoke,"Comedy, Drama",1995-06-09,7.2,1995.0
18402,Something to Talk About,Comedy,1995-08-04,5.7,1995.0
9348,Species,"Science Fiction, Horror, Action",1995-07-07,5.5,1995.0
139408,The Stars Fell on Henrietta,Drama,1995-09-15,6.6,1995.0
281,Strange Days,"Crime, Drama, Science Fiction, Thriller",1995-10-13,6.8,1995.0
5967,The Umbrellas of Cherbourg,"Drama, Romance",1964-02-19,7.6,1964.0
79593,The Tie That Binds,Thriller,1995-09-08,4.6,1995.0
47939,Three Wishes,"Drama, Fantasy",1995-10-27,6.1,1995.0
36834,Total Eclipse,"Drama, Romance",1995-11-02,6.5,1995.0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995-09-07,6.3,1995.0
3512,Under Siege 2: Dark Territory,"Action, Thriller",1995-07-13,5.6,1995.0
52856,Unstrung Heroes,"Comedy, Drama, Family",1995-09-15,6.4,1995.0
77350,Unzipped,Documentary,1995-08-11,6.0,1995.0
9560,A Walk in the Clouds,"Drama, Romance",1995-08-11,6.5,1995.0
9804,Waterworld,"Adventure, Action",1995-07-28,5.9,1995.0
31611,White Man's Burden,Drama,1995-12-01,5.1,1995.0
65796,Wild Bill,"Action, Western",1995-12-01,5.9,1995.0
49805,The Browning Version,Drama,1994-10-12,6.0,1994.0
26258,Bushwhacked,"Adventure, Action, Comedy, Crime, Family",1995-08-04,4.9,1995.0
50797,Burnt by the Sun,Drama,1994-05-01,6.7,1994.0
19155,Before the Rain,"Drama, War",1994-06-09,7.7,1994.0
76,Before Sunrise,"Drama, Romance",1995-01-27,7.7,1995.0
11017,Billy Madison,Comedy,1995-02-10,6.2,1995.0
37141,The Babysitter,"Drama, Thriller",1995-10-17,4.7,1995.0
9382,Boys on the Side,"Comedy, Drama",1995-02-03,6.3,1995.0
6715,The Cure,"Drama, Family",1995-04-21,7.2,1995.0
18256,Castle Freak,"Thriller, Drama, Horror, Mystery",1995-08-04,5.8,1995.0
22625,Circle of Friends,"Drama, Family, Romance",1995-03-16,6.5,1995.0
2292,Clerks,Comedy,1994-09-13,7.4,1994.0
1909,Don Juan DeMarco,"Romance, Drama, Comedy",1994-10-01,6.3,1994.0
8984,Disclosure,"Drama, Thriller, Crime, Mystery, Romance",1994-12-09,5.9,1994.0
61813,Dream Man,Thriller,1995-01-01,2.5,1995.0
4954,Drop Zone,"Action, Adventure, Thriller",1994-12-08,5.1,1994.0
62488,Destiny Turns on the Radio,"Crime, Comedy, Fantasy",1995-04-28,5.3,1995.0
10531,Death and the Maiden,"Drama, Thriller, Mystery",1994-05-04,7.1,1994.0
11929,Dolores Claiborne,"Crime, Drama, Mystery",1995-03-24,7.1,1995.0
8467,Dumb and Dumber,Comedy,1994-12-16,6.5,1994.0
10451,Eat Drink Man Woman,"Comedy, Drama, Romance",1994-08-03,7.5,1994.0
20156,Exotica,"Drama, Mystery",1994-09-24,6.5,1994.0
18395,Exit to Eden,"Thriller, Comedy, Crime, Romance",1994-10-14,4.3,1994.0
522,Ed Wood,"Comedy, Drama, History",1994-09-27,7.3,1994.0
397,French Kiss,"Comedy, Romance",1995-05-05,6.2,1995.0
10525,Forget Paris,"Comedy, Drama, Romance",1995-05-19,6.1,1995.0
27985,Far from Home: The Adventures of Yellow Dog,"Action, Adventure, Drama, Family",1995-01-13,5.6,1995.0
15789,A Goofy Movie,"Romance, Animation, Family, Comedy, Adventure",1995-04-07,6.7,1995.0
27303,Hideaway,"Drama, Thriller",1995-03-03,5.0,1995.0
21183,Fluke,"Drama, Family, Fantasy",1995-06-02,6.6,1995.0
10954,Farinelli,"History, Drama",1994-12-07,5.9,1994.0
47867,Gordy,"Drama, Family, Fantasy",1995-05-12,3.0,1995.0
43475,Gumby: The Movie,"Fantasy, Animation, Science Fiction, Family",1995-12-01,5.0,1995.0
72031,The Glass Shield,"Drama, Action, Thriller, Crime",1994-09-16,5.4,1994.0
14275,Hoop Dreams,Documentary,1994-09-12,7.7,1994.0
1024,Heavenly Creatures,"Drama, Fantasy",1994-09-02,6.9,1994.0
17207,Houseguest,"Comedy, Family",1995-01-06,6.0,1995.0
13701,Immortal Beloved,"Drama, Music, Romance",1994-12-16,6.9,1994.0
14819,Heavyweights,"Comedy, Family, Drama",1995-02-17,6.0,1995.0
32631,The Hunted,"Action, Thriller",1995-02-24,6.0,1995.0
11777,I.Q.,"Comedy, Drama, Romance",1994-12-24,5.9,1994.0
628,Interview with the Vampire,"Horror, Romance",1994-11-11,7.2,1994.0
87729,Jefferson in Paris,"Drama, Romance",1995-03-31,5.2,1995.0
18713,The Jerky Boys,"Comedy, Crime",1995-02-03,4.8,1995.0
6280,Junior,"Comedy, Family, Romance",1994-11-22,4.7,1994.0
9061,Just Cause,"Action, Drama, Mystery, Thriller",1995-02-17,6.0,1995.0
37108,A Kid in King Arthur's Court,"Adventure, Fantasy, Comedy, Science Fiction, Family",1995-08-11,4.3,1995.0
6071,Kiss of Death,"Action, Crime, Drama, Thriller",1995-04-21,5.7,1995.0
11,Star Wars,"Adventure, Action, Science Fiction",1977-05-25,8.1,1977.0
9587,Little Women,"Drama, Romance",1994-12-21,7.0,1994.0
19101,A Little Princess,"Drama, Family, Fantasy",1995-05-10,7.4,1995.0
49980,Ladybird Ladybird,Drama,1994-02-18,7.4,1994.0
17961,L'Enfer,"Crime, Drama",1994-02-16,6.6,1994.0
18183,Like Water for Chocolate,"Drama, Romance",1992-04-16,6.6,1992.0
4476,Legends of the Fall,"Adventure, Drama, Romance, War",1994-12-16,7.2,1994.0
11008,Major Payne,"Adventure, Comedy, Family",1995-03-24,6.1,1995.0
47504,Little Odessa,"Action, Drama",1994-10-27,6.4,1994.0
32325,Mi Vida Loca,"Crime, Drama",1994-06-08,5.7,1994.0
43742,Love Affair,"Drama, Romance",1994-10-21,4.3,1994.0
28313,Losing Isaiah,Drama,1995-03-17,6.4,1995.0
11318,The Madness of King George,"Comedy, Drama, History",1994-12-28,6.7,1994.0
3036,Mary Shelley's Frankenstein,"Drama, Horror, Science Fiction, Romance",1994-11-04,6.1,1994.0
40490,Man of the House,"Action, Comedy, Family",1995-03-03,5.1,1995.0
24070,Mixed Nuts,"Comedy, Drama, Romance",1994-12-21,5.2,1994.0
8986,Milk Money,"Comedy, Romance",1994-08-31,5.6,1994.0
10510,Miracle on 34th Street,"Fantasy, Drama, Family",1994-11-18,6.4,1994.0
17402,Miami Rhapsody,"Comedy, Romance",1995-01-27,5.6,1995.0
38722,My Family,"Comedy, Drama",1995-05-03,7.0,1995.0
8438,Murder in the First,"Crime, Drama",1995-01-20,6.9,1995.0
11593,Nobody's Fool,"Drama, Comedy",1994-12-23,7.0,1994.0
1945,Nell,"Drama, Thriller",1994-12-23,6.1,1994.0
39310,New Jersey Drive,"Crime, Drama",1995-04-19,6.9,1995.0
109560,New York Cop,"Action, Thriller, Crime, Drama",1993-08-14,0.0,1993.0
56428,Beyond Bedlam,Horror,1994-04-22,4.0,1994.0
63105,Nemesis 2 - Nebula,"Science Fiction, Action, Thriller",1995-09-26,4.6,1995.0
131957,Nina Takes a Lover,"Drama, Romance",1995-03-03,7.4,1995.0
241,Natural Born Killers,"Crime, Thriller, Drama",1994-08-25,6.9,1994.0
9058,Only You,"Comedy, Drama, Romance",1994-09-17,6.4,1994.0
527,Once Were Warriors,Drama,1994-09-02,7.6,1994.0
18220,Poison Ivy II: Lily,"Drama, Romance, Thriller",1996-01-16,4.6,1996.0
6950,Outbreak,"Action, Drama, Science Fiction, Thriller",1995-03-10,6.4,1995.0
101,Leon: The Professional,"Thriller, Crime, Drama",1994-09-14,8.2,1994.0
63020,The Perez Family,"Comedy, Drama, Romance",1995-05-12,6.6,1995.0
2307,A Pyromaniac's Love Story,"Comedy, Drama, Romance",1995-04-28,7.0,1995.0
680,Pulp Fiction,"Thriller, Crime",1994-09-10,8.3,1994.0
41478,Panther,Drama,1995-11-10,6.4,1995.0
25296,Pushing Hands,"Comedy, Drama",1992-02-01,6.1,1992.0
40156,Priest,"Drama, Romance",1994-01-01,6.4,1994.0
11450,Quiz Show,"History, Drama",1994-09-16,7.1,1994.0
30304,Picture Bride,"Drama, History",1995-05-05,7.4,1995.0
10452,Queen Margot,"Drama, History",1994-05-13,7.0,1994.0
12106,The Quick and the Dead,"Action, Western",1995-02-09,6.2,1995.0
161495,Roommates,"Drama, Comedy",1995-03-01,6.4,1995.0
3586,Prêt-à-Porter,"Drama, Comedy",1994-12-23,5.3,1994.0
110,Three Colors: Red,"Drama, Mystery, Romance",1994-05-27,7.8,1994.0
108,Three Colors: Blue,"Drama, Music, Mystery",1993-01-10,7.7,1993.0
109,Three Colors: White,"Comedy, Drama, Mystery",1994-01-26,7.3,1994.0
159185,"Red Firecracker, Green Firecracker",Drama,1994-10-14,7.0,1994.0
36357,Rent-a-Kid,"Comedy, Family, TV Movie",1995-01-01,5.1,1995.0
92769,Relative Fear,"Horror, Drama",1995-10-03,4.7,1995.0
28033,Stuart Saves His Family,"Comedy, Drama",1995-04-12,5.0,1995.0
22586,The Swan Princess,Animation,1994-11-18,6.5,1994.0
14334,The Secret of Roan Inish,"Drama, Family, Fantasy",1994-01-01,6.1,1994.0
2636,The Specialist,"Action, Thriller",1994-10-07,5.5,1994.0
2164,Stargate,"Action, Adventure, Science Fiction",1994-10-27,6.8,1994.0
11395,The Santa Clause,"Fantasy, Drama, Comedy, Family",1994-11-10,6.3,1994.0
278,The Shawshank Redemption,"Drama, Crime",1994-09-23,8.5,1994.0
9905,Shallow Grave,"Crime, Thriller",1994-12-22,7.0,1994.0
87078,Suture,"Drama, Thriller",1993-09-14,6.0,1993.0
12527,Strawberry and Chocolate,"Comedy, Drama",1993-01-01,7.1,1993.0
20306,Swimming with Sharks,"Crime, Comedy",1994-09-10,6.7,1994.0
36614,The Sum of Us,"Comedy, Drama, Romance",1994-07-12,6.0,1994.0
27993,Senior Trip,Comedy,1995-09-08,5.7,1995.0
31439,To Live,"Drama, Romance, War",1994-06-30,7.7,1994.0
9067,Tank Girl,"Action, Comedy, Fantasy, Science Fiction",1995-03-31,5.5,1995.0
9059,Tales from the Crypt: Demon Knight,"Horror, Comedy, Thriller",1995-01-13,6.7,1995.0
193,Star Trek: Generations,"Science Fiction, Action, Adventure, Thriller",1994-11-17,6.4,1994.0
25066,Tales from the Hood,"Crime, Horror, Thriller",1995-05-24,5.4,1995.0
46797,Tom & Viv,"Drama, Romance",1994-04-15,5.8,1994.0
12122,Village of the Damned,"Thriller, Horror, Science Fiction",1995-04-28,5.6,1995.0
11381,Tommy Boy,Comedy,1995-03-31,6.8,1995.0
32636,Vanya on 42nd Street,"Drama, Romance",1994-09-13,6.1,1994.0
36141,The Underneath,"Thriller, Crime",1995-04-28,5.6,1995.0
95963,The Walking Dead,"Drama, War",1995-02-24,6.6,1995.0
1587,What's Eating Gilbert Grape,"Romance, Drama",1993-12-17,7.5,1993.0
9271,Virtuosity,"Action, Crime, Science Fiction, Thriller",1995-08-04,5.4,1995.0
2064,While You Were Sleeping,"Comedy, Drama, Romance",1995-04-21,6.5,1995.0
19855,The War,Drama,1994-11-04,6.3,1994.0
60855,Double Happiness,"Comedy, Romance",1994-09-07,5.5,1994.0
236,Muriel's Wedding,"Drama, Comedy, Romance",1994-09-29,6.9,1994.0
48287,The Baby-Sitters Club,"Comedy, Drama, Family",1995-08-18,5.3,1995.0
3049,Ace Ventura: Pet Detective,"Comedy, Mystery",1994-02-04,6.4,1994.0
2759,"The Adventures of Priscilla, Queen of the Desert","Drama, Comedy",1994-05-31,7.2,1994.0
12635,Backbeat,"Drama, Music",1994-04-01,6.2,1994.0
10497,Bitter Moon,"Thriller, Drama, Romance",1992-09-02,7.0,1992.0
11382,Bullets Over Broadway,"Action, Comedy, Thriller",1994-10-14,7.0,1994.0
9331,Clear and Present Danger,"Action, Drama, Thriller",1994-08-03,6.4,1994.0
10731,The Client,"Drama, Thriller, Crime, Mystery",1994-07-20,6.4,1994.0
10464,"Corrina, Corrina","Comedy, Drama, Family, Romance",1994-08-12,6.4,1994.0
34152,Crooklyn,"Comedy, Drama",1994-05-13,6.7,1994.0
9495,The Crow,"Fantasy, Action, Thriller",1994-05-11,7.3,1994.0
29973,Cobb,Drama,1994-12-02,6.1,1994.0
888,The Flintstones,"Fantasy, Comedy, Family",1994-05-26,5.0,1994.0
13,Forrest Gump,"Comedy, Drama, Romance",1994-07-06,8.2,1994.0
712,Four Weddings and a Funeral,"Comedy, Drama, Romance",1994-03-09,6.6,1994.0
16295,Higher Learning,"Romance, Drama, Crime",1995-01-11,6.4,1995.0
48992,I Like It Like That,"Comedy, Drama, Romance",1994-10-14,6.3,1994.0
10879,I Love Trouble,"Action, Comedy, Romance",1994-06-29,5.3,1994.0
10660,It Could Happen to You,"Comedy, Drama, Romance",1994-07-29,6.1,1994.0
10714,The Jungle Book,"Adventure, Drama, Family",1994-12-23,5.9,1994.0
41647,"The Wonderful, Horrible Life of Leni Riefenstahl","Documentary, Foreign",1993-09-11,7.3,1993.0
8587,The Lion King,"Family, Animation, Drama",1994-06-23,8.0,1994.0
1689,Little Buddha,"Drama, History",1993-12-01,6.0,1993.0
11596,New Nightmare,"Horror, Thriller, Mystery, Fantasy",1994-10-13,6.4,1994.0
854,The Mask,"Romance, Comedy, Crime, Fantasy",1994-07-29,6.6,1994.0
9359,Maverick,"Action, Adventure, Comedy, Drama, Western",1994-05-20,6.6,1994.0
